constructor,avglap,year,circuit,podium
Mercedes,97872.11,2014,"Albert Park Grand Prix Circuit",1
McLaren,98341.88,2014,"Albert Park Grand Prix Circuit",1
McLaren,98398.89,2014,"Albert Park Grand Prix Circuit",1
Ferrari,98491.12,2014,"Albert Park Grand Prix Circuit",0
Williams,98707.88,2014,"Albert Park Grand Prix Circuit",0
"Force India",98761.89,2014,"Albert Park Grand Prix Circuit",0
Ferrari,98883.95,2014,"Albert Park Grand Prix Circuit",0
"Toro Rosso",98932.47,2014,"Albert Park Grand Prix Circuit",0
"Toro Rosso",98987.63,2014,"Albert Park Grand Prix Circuit",0
"Force India",99379.40,2014,"Albert Park Grand Prix Circuit",0
Williams,95728.67,2015,"Albert Park Grand Prix Circuit",0
Mercedes,95070.12,2015,"Albert Park Grand Prix Circuit",1
Mercedes,95093.57,2015,"Albert Park Grand Prix Circuit",1
Ferrari,95665.34,2015,"Albert Park Grand Prix Circuit",1
Sauber,96710.62,2015,"Albert Park Grand Prix Circuit",0
"Force India",115566.04,2016,"Albert Park Grand Prix Circuit",0
Renault,115459.14,2016,"Albert Park Grand Prix Circuit",0
Renault,115420.42,2016,"Albert Park Grand Prix Circuit",0
"Toro Rosso",115305.23,2016,"Albert Park Grand Prix Circuit",0
"Toro Rosso",115285.00,2016,"Albert Park Grand Prix Circuit",0
Williams,115275.75,2016,"Albert Park Grand Prix Circuit",0
"Force India",115259.02,2016,"Albert Park Grand Prix Circuit",0
"Red Bull",114384.12,2016,"Albert Park Grand Prix Circuit",0
Ferrari,114126.46,2016,"Albert Park Grand Prix Circuit",1
Mercedes,114098.68,2016,"Albert Park Grand Prix Circuit",1
"Haas F1 Team",115221.86,2016,"Albert Park Grand Prix Circuit",0
Williams,114992.00,2016,"Albert Park Grand Prix Circuit",0
Mercedes,113957.28,2016,"Albert Park Grand Prix Circuit",1
Ferrari,88625.82,2017,"Albert Park Grand Prix Circuit",1
Mercedes,88800.82,2017,"Albert Park Grand Prix Circuit",1
Mercedes,88823.19,2017,"Albert Park Grand Prix Circuit",1
Ferrari,89018.68,2017,"Albert Park Grand Prix Circuit",0
"Red Bull",89131.56,2017,"Albert Park Grand Prix Circuit",0
Williams,90088.74,2017,"Albert Park Grand Prix Circuit",0
McLaren,93244.90,2018,"Albert Park Grand Prix Circuit",0
Renault,93431.12,2018,"Albert Park Grand Prix Circuit",0
"Force India",93450.00,2018,"Albert Park Grand Prix Circuit",0
"Force India",93682.09,2018,"Albert Park Grand Prix Circuit",0
Sauber,93949.00,2018,"Albert Park Grand Prix Circuit",0
Williams,93992.60,2018,"Albert Park Grand Prix Circuit",0
Ferrari,92751.59,2018,"Albert Park Grand Prix Circuit",1
Mercedes,92729.64,2018,"Albert Park Grand Prix Circuit",1
Ferrari,92642.81,2018,"Albert Park Grand Prix Circuit",1
Mercedes,93234.86,2018,"Albert Park Grand Prix Circuit",0
Renault,93206.10,2018,"Albert Park Grand Prix Circuit",0
"Red Bull",93141.86,2018,"Albert Park Grand Prix Circuit",0
McLaren,93123.60,2018,"Albert Park Grand Prix Circuit",0
"Red Bull",92764.69,2018,"Albert Park Grand Prix Circuit",0
"Haas F1 Team",89904.84,2019,"Albert Park Grand Prix Circuit",0
Ferrari,89405.66,2019,"Albert Park Grand Prix Circuit",0
Ferrari,89386.79,2019,"Albert Park Grand Prix Circuit",0
"Red Bull",88790.43,2019,"Albert Park Grand Prix Circuit",1
Mercedes,88762.26,2019,"Albert Park Grand Prix Circuit",1
Mercedes,88402.16,2019,"Albert Park Grand Prix Circuit",1
Mercedes,91294.67,2022,"Albert Park Grand Prix Circuit",0
Mercedes,91243.81,2022,"Albert Park Grand Prix Circuit",1
"Aston Martin",92330.10,2022,"Albert Park Grand Prix Circuit",0
"Red Bull",91156.41,2022,"Albert Park Grand Prix Circuit",1
Ferrari,90802.55,2022,"Albert Park Grand Prix Circuit",1
"Alfa Romeo",92211.09,2022,"Albert Park Grand Prix Circuit",0
Williams,92171.21,2022,"Albert Park Grand Prix Circuit",0
AlphaTauri,92116.71,2022,"Albert Park Grand Prix Circuit",0
"Alfa Romeo",91982.53,2022,"Albert Park Grand Prix Circuit",0
"Alpine F1 Team",91866.05,2022,"Albert Park Grand Prix Circuit",0
McLaren,91729.05,2022,"Albert Park Grand Prix Circuit",0
McLaren,91721.57,2022,"Albert Park Grand Prix Circuit",0
Mercedes,84416.08,2020,"Autodromo Enzo e Dino Ferrari",1
AlphaTauri,84564.62,2020,"Autodromo Enzo e Dino Ferrari",0
Renault,84551.59,2020,"Autodromo Enzo e Dino Ferrari",1
Mercedes,84324.29,2020,"Autodromo Enzo e Dino Ferrari",1
"Alfa Romeo",84677.05,2020,"Autodromo Enzo e Dino Ferrari",0
"Racing Point",84787.19,2020,"Autodromo Enzo e Dino Ferrari",0
"Alfa Romeo",84743.30,2020,"Autodromo Enzo e Dino Ferrari",0
Williams,84755.00,2020,"Autodromo Enzo e Dino Ferrari",0
Ferrari,84775.92,2020,"Autodromo Enzo e Dino Ferrari",0
McLaren,84659.70,2020,"Autodromo Enzo e Dino Ferrari",0
"Racing Point",84636.22,2020,"Autodromo Enzo e Dino Ferrari",0
Ferrari,84627.63,2020,"Autodromo Enzo e Dino Ferrari",0
McLaren,84645.40,2020,"Autodromo Enzo e Dino Ferrari",0
"Haas F1 Team",84847.06,2020,"Autodromo Enzo e Dino Ferrari",0
"Red Bull",85233.56,2020,"Autodromo Enzo e Dino Ferrari",0
AlphaTauri,117578.03,2021,"Autodromo Enzo e Dino Ferrari",0
Ferrari,117168.79,2021,"Autodromo Enzo e Dino Ferrari",0
"Alpine F1 Team",117796.17,2021,"Autodromo Enzo e Dino Ferrari",0
Mercedes,117088.86,2021,"Autodromo Enzo e Dino Ferrari",1
McLaren,117115.87,2021,"Autodromo Enzo e Dino Ferrari",1
McLaren,117552.67,2021,"Autodromo Enzo e Dino Ferrari",0
"Red Bull",117805.54,2021,"Autodromo Enzo e Dino Ferrari",0
Ferrari,117145.67,2021,"Autodromo Enzo e Dino Ferrari",0
"Alpine F1 Team",117782.57,2021,"Autodromo Enzo e Dino Ferrari",0
"Aston Martin",117642.97,2021,"Autodromo Enzo e Dino Ferrari",0
AlphaTauri,117901.30,2021,"Autodromo Enzo e Dino Ferrari",0
"Alfa Romeo",118243.98,2021,"Autodromo Enzo e Dino Ferrari",0
"Red Bull",116739.65,2021,"Autodromo Enzo e Dino Ferrari",1
"Aston Martin",88871.08,2022,"Autodromo Enzo e Dino Ferrari",0
"Red Bull",88008.14,2022,"Autodromo Enzo e Dino Ferrari",1
"Haas F1 Team",88940.41,2022,"Autodromo Enzo e Dino Ferrari",0
"Red Bull",87745.81,2022,"Autodromo Enzo e Dino Ferrari",1
Mercedes,88420.51,2022,"Autodromo Enzo e Dino Ferrari",0
"Alfa Romeo",88431.22,2022,"Autodromo Enzo e Dino Ferrari",0
Ferrari,88635.84,2022,"Autodromo Enzo e Dino Ferrari",0
AlphaTauri,88715.81,2022,"Autodromo Enzo e Dino Ferrari",0
McLaren,88298.73,2022,"Autodromo Enzo e Dino Ferrari",1
McLaren,87383.83,2015,"Autódromo Hermanos Rodríguez",0
"Force India",87054.90,2015,"Autódromo Hermanos Rodríguez",0
Williams,86993.39,2015,"Autódromo Hermanos Rodríguez",0
"Red Bull",86967.89,2015,"Autódromo Hermanos Rodríguez",0
"Red Bull",86924.08,2015,"Autódromo Hermanos Rodríguez",0
Williams,86896.20,2015,"Autódromo Hermanos Rodríguez",1
Mercedes,86718.20,2015,"Autódromo Hermanos Rodríguez",1
"Toro Rosso",87186.86,2015,"Autódromo Hermanos Rodríguez",0
"Force India",87174.38,2015,"Autódromo Hermanos Rodríguez",0
"Lotus F1",87224.96,2015,"Autódromo Hermanos Rodríguez",0
"Lotus F1",87233.46,2015,"Autódromo Hermanos Rodríguez",0
Sauber,87256.59,2015,"Autódromo Hermanos Rodríguez",0
"Toro Rosso",87377.61,2015,"Autódromo Hermanos Rodríguez",0
Mercedes,86690.68,2015,"Autódromo Hermanos Rodríguez",1
Williams,86022.65,2016,"Autódromo Hermanos Rodríguez",0
"Force India",86030.99,2016,"Autódromo Hermanos Rodríguez",0
Mercedes,84949.32,2016,"Autódromo Hermanos Rodríguez",1
Ferrari,85644.76,2016,"Autódromo Hermanos Rodríguez",0
Mercedes,85066.99,2016,"Autódromo Hermanos Rodríguez",1
"Red Bull",85243.10,2016,"Autódromo Hermanos Rodríguez",1
"Red Bull",85249.65,2016,"Autódromo Hermanos Rodríguez",0
Ferrari,85334.01,2016,"Autódromo Hermanos Rodríguez",0
"Force India",85778.77,2016,"Autódromo Hermanos Rodríguez",0
Williams,85873.44,2016,"Autódromo Hermanos Rodríguez",0
"Red Bull",81500.73,2017,"Autódromo Hermanos Rodríguez",1
Ferrari,82261.39,2017,"Autódromo Hermanos Rodríguez",1
Ferrari,82487.75,2017,"Autódromo Hermanos Rodríguez",0
Mercedes,81777.89,2017,"Autódromo Hermanos Rodríguez",1
"Red Bull",83223.25,2018,"Autódromo Hermanos Rodríguez",1
Ferrari,83467.14,2018,"Autódromo Hermanos Rodríguez",1
Ferrari,83926.27,2018,"Autódromo Hermanos Rodríguez",1
Mercedes,84332.24,2018,"Autódromo Hermanos Rodríguez",0
Renault,82870.82,2019,"Autódromo Hermanos Rodríguez",0
Mercedes,81815.55,2019,"Autódromo Hermanos Rodríguez",1
Ferrari,81840.42,2019,"Autódromo Hermanos Rodríguez",1
Mercedes,81865.59,2019,"Autódromo Hermanos Rodríguez",1
Ferrari,81905.24,2019,"Autódromo Hermanos Rodríguez",0
"Red Bull",82116.94,2019,"Autódromo Hermanos Rodríguez",0
"Red Bull",82784.66,2019,"Autódromo Hermanos Rodríguez",0
"Racing Point",82855.25,2019,"Autódromo Hermanos Rodríguez",0
"Red Bull",83367.41,2021,"Autódromo Hermanos Rodríguez",1
Ferrari,84508.77,2021,"Autódromo Hermanos Rodríguez",0
AlphaTauri,84266.63,2021,"Autódromo Hermanos Rodríguez",0
"Red Bull",83617.44,2021,"Autódromo Hermanos Rodríguez",1
Mercedes,83600.58,2021,"Autódromo Hermanos Rodríguez",1
"Red Bull",83334.21,2022,"Autódromo Hermanos Rodríguez",1
"Red Bull",83589.10,2022,"Autódromo Hermanos Rodríguez",1
Mercedes,84030.42,2022,"Autódromo Hermanos Rodríguez",0
Ferrari,84152.85,2022,"Autódromo Hermanos Rodríguez",0
Ferrari,84302.86,2022,"Autódromo Hermanos Rodríguez",0
Mercedes,83548.10,2022,"Autódromo Hermanos Rodríguez",1
Mercedes,82157.88,2020,"Autódromo Internacional do Algarve",1
Mercedes,81770.12,2020,"Autódromo Internacional do Algarve",1
"Red Bull",82292.97,2020,"Autódromo Internacional do Algarve",1
Ferrari,82759.70,2020,"Autódromo Internacional do Algarve",0
"Alpine F1 Team",86896.52,2021,"Autódromo Internacional do Algarve",0
Ferrari,86775.79,2021,"Autódromo Internacional do Algarve",0
McLaren,86708.94,2021,"Autódromo Internacional do Algarve",0
"Red Bull",86532.67,2021,"Autódromo Internacional do Algarve",0
Mercedes,86438.65,2021,"Autódromo Internacional do Algarve",1
"Red Bull",86372.26,2021,"Autódromo Internacional do Algarve",1
Mercedes,85930.62,2021,"Autódromo Internacional do Algarve",1
Ferrari,87126.91,2021,"Autódromo Internacional do Algarve",0
AlphaTauri,87089.15,2021,"Autódromo Internacional do Algarve",0
McLaren,87072.58,2021,"Autódromo Internacional do Algarve",0
"Alpine F1 Team",85958.02,2021,"Autódromo Internacional do Algarve",0
AlphaTauri,142318.92,2020,"Autodromo Internazionale del Mugello",0
Williams,142499.39,2020,"Autodromo Internazionale del Mugello",0
Ferrari,142458.36,2020,"Autodromo Internazionale del Mugello",0
"Alfa Romeo",142454.75,2020,"Autodromo Internazionale del Mugello",0
"Red Bull",142086.85,2020,"Autodromo Internazionale del Mugello",1
Renault,142126.73,2020,"Autodromo Internazionale del Mugello",0
"Racing Point",142215.42,2020,"Autodromo Internazionale del Mugello",0
Ferrari,142430.59,2020,"Autodromo Internazionale del Mugello",0
McLaren,142270.22,2020,"Autodromo Internazionale del Mugello",0
Mercedes,141950.17,2020,"Autodromo Internazionale del Mugello",1
Mercedes,142032.88,2020,"Autodromo Internazionale del Mugello",1
"Haas F1 Team",142662.64,2020,"Autodromo Internazionale del Mugello",0
Mercedes,76112.85,2014,"Autódromo José Carlos Pace",1
Williams,76670.23,2014,"Autódromo José Carlos Pace",1
McLaren,76777.65,2014,"Autódromo José Carlos Pace",0
"Red Bull",76816.55,2014,"Autódromo José Carlos Pace",0
Ferrari,76964.24,2014,"Autódromo José Carlos Pace",0
Ferrari,76989.93,2014,"Autódromo José Carlos Pace",0
"Force India",76992.80,2014,"Autódromo José Carlos Pace",0
McLaren,77079.44,2014,"Autódromo José Carlos Pace",0
Mercedes,76092.32,2014,"Autódromo José Carlos Pace",1
Mercedes,77029.44,2015,"Autódromo José Carlos Pace",1
Mercedes,77138.68,2015,"Autódromo José Carlos Pace",1
Ferrari,77230.06,2015,"Autódromo José Carlos Pace",1
Ferrari,77699.06,2015,"Autódromo José Carlos Pace",0
"Red Bull",153279.10,2016,"Autódromo José Carlos Pace",1
"Force India",153333.54,2016,"Autódromo José Carlos Pace",0
Mercedes,153137.89,2016,"Autódromo José Carlos Pace",1
Mercedes,152976.55,2016,"Autódromo José Carlos Pace",1
Renault,153702.68,2016,"Autódromo José Carlos Pace",0
McLaren,154131.39,2016,"Autódromo José Carlos Pace",0
"Manor Marussia",153828.63,2016,"Autódromo José Carlos Pace",0
"Force India",153396.65,2016,"Autódromo José Carlos Pace",0
Ferrari,153347.45,2016,"Autódromo José Carlos Pace",0
"Toro Rosso",153387.25,2016,"Autódromo José Carlos Pace",0
"Red Bull",153405.93,2016,"Autódromo José Carlos Pace",0
Sauber,153576.83,2016,"Autódromo José Carlos Pace",0
McLaren,153602.35,2016,"Autódromo José Carlos Pace",0
Williams,153614.46,2016,"Autódromo José Carlos Pace",0
"Manor Marussia",153621.75,2016,"Autódromo José Carlos Pace",0
"Toro Rosso",153697.56,2016,"Autódromo José Carlos Pace",0
McLaren,78248.24,2017,"Autódromo José Carlos Pace",0
Williams,78241.46,2017,"Autódromo José Carlos Pace",0
"Red Bull",77957.08,2017,"Autódromo José Carlos Pace",0
"Red Bull",77735.24,2017,"Autódromo José Carlos Pace",0
Ferrari,77271.30,2017,"Autódromo José Carlos Pace",1
Mercedes,77348.31,2017,"Autódromo José Carlos Pace",0
Ferrari,77336.08,2017,"Autódromo José Carlos Pace",1
Mercedes,77310.20,2017,"Autódromo José Carlos Pace",1
"Force India",78250.17,2017,"Autódromo José Carlos Pace",0
"Red Bull",73721.96,2018,"Autódromo José Carlos Pace",0
Ferrari,73715.92,2018,"Autódromo José Carlos Pace",1
"Haas F1 Team",74393.28,2018,"Autódromo José Carlos Pace",0
"Haas F1 Team",74370.37,2018,"Autódromo José Carlos Pace",0
Sauber,74271.34,2018,"Autódromo José Carlos Pace",0
"Red Bull",73669.51,2018,"Autódromo José Carlos Pace",1
Ferrari,74029.06,2018,"Autódromo José Carlos Pace",0
Mercedes,73971.96,2018,"Autódromo José Carlos Pace",0
Mercedes,73648.82,2018,"Autódromo José Carlos Pace",1
"Alfa Romeo",78941.96,2019,"Autódromo José Carlos Pace",0
"Alfa Romeo",78931.41,2019,"Autódromo José Carlos Pace",0
McLaren,78923.58,2019,"Autódromo José Carlos Pace",1
"Toro Rosso",78883.87,2019,"Autódromo José Carlos Pace",1
"Red Bull",78798.28,2019,"Autódromo José Carlos Pace",1
Renault,79052.63,2019,"Autódromo José Carlos Pace",0
"Red Bull",79008.52,2019,"Autódromo José Carlos Pace",0
"Haas F1 Team",78998.94,2019,"Autódromo José Carlos Pace",0
Williams,78989.82,2019,"Autódromo José Carlos Pace",0
"Haas F1 Team",78977.61,2019,"Autódromo José Carlos Pace",0
"Toro Rosso",78966.32,2019,"Autódromo José Carlos Pace",0
"Racing Point",78960.66,2019,"Autódromo José Carlos Pace",0
McLaren,78956.08,2019,"Autódromo José Carlos Pace",0
Mercedes,78955.17,2019,"Autódromo José Carlos Pace",0
Renault,78946.75,2019,"Autódromo José Carlos Pace",0
"Red Bull",78630.86,2021,"Autódromo José Carlos Pace",0
Ferrari,78765.75,2021,"Autódromo José Carlos Pace",0
Ferrari,78798.18,2021,"Autódromo José Carlos Pace",0
Mercedes,78259.54,2021,"Autódromo José Carlos Pace",1
"Red Bull",78216.15,2021,"Autódromo José Carlos Pace",1
Mercedes,78068.32,2021,"Autódromo José Carlos Pace",1
"Red Bull",83494.70,2022,"Autódromo José Carlos Pace",0
"Red Bull",83438.03,2022,"Autódromo José Carlos Pace",0
Ferrari,83415.28,2022,"Autódromo José Carlos Pace",0
Ferrari,83353.45,2022,"Autódromo José Carlos Pace",1
"Alpine F1 Team",83431.06,2022,"Autódromo José Carlos Pace",0
Mercedes,83317.93,2022,"Autódromo José Carlos Pace",1
Williams,83818.06,2022,"Autódromo José Carlos Pace",0
Mercedes,83296.39,2022,"Autódromo José Carlos Pace",1
Williams,83803.66,2022,"Autódromo José Carlos Pace",0
AlphaTauri,83745.23,2022,"Autódromo José Carlos Pace",0
"Haas F1 Team",83717.51,2022,"Autódromo José Carlos Pace",0
"Alfa Romeo",83709.42,2022,"Autódromo José Carlos Pace",0
"Aston Martin",83665.17,2022,"Autódromo José Carlos Pace",0
"Aston Martin",83628.11,2022,"Autódromo José Carlos Pace",0
"Alfa Romeo",83614.03,2022,"Autódromo José Carlos Pace",0
"Alpine F1 Team",83559.63,2022,"Autódromo José Carlos Pace",0
Mercedes,89627.09,2014,"Autodromo Nazionale di Monza",1
Mercedes,89687.00,2014,"Autodromo Nazionale di Monza",1
Williams,90396.64,2014,"Autodromo Nazionale di Monza",0
"Red Bull",90576.32,2014,"Autodromo Nazionale di Monza",0
Williams,90099.28,2014,"Autodromo Nazionale di Monza",1
McLaren,90816.96,2014,"Autodromo Nazionale di Monza",0
Ferrari,90825.87,2014,"Autodromo Nazionale di Monza",0
"Red Bull",90758.51,2014,"Autodromo Nazionale di Monza",0
"Force India",90806.68,2014,"Autodromo Nazionale di Monza",0
"Toro Rosso",91006.21,2014,"Autodromo Nazionale di Monza",0
"Force India",90997.02,2014,"Autodromo Nazionale di Monza",0
"Toro Rosso",90970.19,2014,"Autodromo Nazionale di Monza",0
McLaren,90875.60,2014,"Autodromo Nazionale di Monza",0
Ferrari,89614.11,2015,"Autodromo Nazionale di Monza",0
Williams,89220.45,2015,"Autodromo Nazionale di Monza",0
Mercedes,88314.87,2015,"Autodromo Nazionale di Monza",1
Ferrari,88787.36,2015,"Autodromo Nazionale di Monza",1
Williams,89213.64,2015,"Autodromo Nazionale di Monza",1
"Force India",89688.13,2015,"Autodromo Nazionale di Monza",0
"Red Bull",88554.42,2016,"Autodromo Nazionale di Monza",0
"Force India",89183.87,2016,"Autodromo Nazionale di Monza",0
"Force India",88925.34,2016,"Autodromo Nazionale di Monza",0
Ferrari,88219.81,2016,"Autodromo Nazionale di Monza",0
"Red Bull",88723.11,2016,"Autodromo Nazionale di Monza",0
Williams,88937.85,2016,"Autodromo Nazionale di Monza",0
Ferrari,88095.83,2016,"Autodromo Nazionale di Monza",1
Williams,88662.34,2016,"Autodromo Nazionale di Monza",0
Mercedes,87984.13,2016,"Autodromo Nazionale di Monza",1
Mercedes,87699.79,2016,"Autodromo Nazionale di Monza",1
Mercedes,85515.32,2017,"Autodromo Nazionale di Monza",1
Mercedes,85599.68,2017,"Autodromo Nazionale di Monza",1
Ferrari,86200.55,2017,"Autodromo Nazionale di Monza",1
"Red Bull",86276.36,2017,"Autodromo Nazionale di Monza",0
Ferrari,86648.94,2017,"Autodromo Nazionale di Monza",0
"Force India",86864.91,2017,"Autodromo Nazionale di Monza",0
Williams,86914.49,2017,"Autodromo Nazionale di Monza",0
"Force India",86935.62,2017,"Autodromo Nazionale di Monza",0
Williams,86927.28,2017,"Autodromo Nazionale di Monza",0
"Force India",88155.57,2018,"Autodromo Nazionale di Monza",0
"Red Bull",87409.28,2018,"Autodromo Nazionale di Monza",0
Ferrari,87370.47,2018,"Autodromo Nazionale di Monza",0
Mercedes,87331.13,2018,"Autodromo Nazionale di Monza",1
Ferrari,87229.98,2018,"Autodromo Nazionale di Monza",1
Mercedes,87065.74,2018,"Autodromo Nazionale di Monza",1
"Force India",88172.87,2018,"Autodromo Nazionale di Monza",0
Renault,88540.08,2018,"Autodromo Nazionale di Monza",0
"Red Bull",86814.28,2019,"Autodromo Nazionale di Monza",0
Ferrari,85408.77,2019,"Autodromo Nazionale di Monza",1
Mercedes,85424.53,2019,"Autodromo Nazionale di Monza",1
Mercedes,86072.91,2019,"Autodromo Nazionale di Monza",1
Renault,86267.55,2019,"Autodromo Nazionale di Monza",0
Renault,86506.23,2019,"Autodromo Nazionale di Monza",0
"Red Bull",86527.92,2019,"Autodromo Nazionale di Monza",0
"Racing Point",86801.26,2019,"Autodromo Nazionale di Monza",0
"Red Bull",121954.51,2020,"Autodromo Nazionale di Monza",0
"Racing Point",121684.53,2020,"Autodromo Nazionale di Monza",0
Williams,121866.64,2020,"Autodromo Nazionale di Monza",0
"Haas F1 Team",121909.81,2020,"Autodromo Nazionale di Monza",0
"Alfa Romeo",121931.47,2020,"Autodromo Nazionale di Monza",0
Williams,121936.77,2020,"Autodromo Nazionale di Monza",0
"Alfa Romeo",122287.83,2020,"Autodromo Nazionale di Monza",0
McLaren,121359.55,2020,"Autodromo Nazionale di Monza",0
"Racing Point",121309.70,2020,"Autodromo Nazionale di Monza",1
McLaren,121254.17,2020,"Autodromo Nazionale di Monza",1
Mercedes,121380.45,2020,"Autodromo Nazionale di Monza",0
Renault,121404.66,2020,"Autodromo Nazionale di Monza",0
Mercedes,121571.72,2020,"Autodromo Nazionale di Monza",0
Renault,121599.00,2020,"Autodromo Nazionale di Monza",0
AlphaTauri,121665.36,2020,"Autodromo Nazionale di Monza",0
AlphaTauri,121246.34,2020,"Autodromo Nazionale di Monza",1
"Haas F1 Team",93687.79,2021,"Autodromo Nazionale di Monza",0
McLaren,92723.87,2021,"Autodromo Nazionale di Monza",1
McLaren,92756.83,2021,"Autodromo Nazionale di Monza",1
"Alfa Romeo",93285.55,2021,"Autodromo Nazionale di Monza",0
"Alpine F1 Team",93117.60,2021,"Autodromo Nazionale di Monza",0
Williams,93171.85,2021,"Autodromo Nazionale di Monza",0
"Aston Martin",93188.42,2021,"Autodromo Nazionale di Monza",0
"Alfa Romeo",93237.38,2021,"Autodromo Nazionale di Monza",0
"Alpine F1 Team",93048.42,2021,"Autodromo Nazionale di Monza",0
Mercedes,92816.72,2021,"Autodromo Nazionale di Monza",1
Ferrari,92861.77,2021,"Autodromo Nazionale di Monza",0
Ferrari,92922.64,2021,"Autodromo Nazionale di Monza",0
"Aston Martin",93022.06,2021,"Autodromo Nazionale di Monza",0
Williams,93096.36,2021,"Autodromo Nazionale di Monza",0
"Red Bull",92888.45,2021,"Autodromo Nazionale di Monza",0
"Red Bull",91200.04,2022,"Autodromo Nazionale di Monza",0
Ferrari,91180.60,2022,"Autodromo Nazionale di Monza",0
Mercedes,91149.36,2022,"Autodromo Nazionale di Monza",1
McLaren,91202.23,2022,"Autodromo Nazionale di Monza",0
Ferrari,91131.26,2022,"Autodromo Nazionale di Monza",1
AlphaTauri,91205.79,2022,"Autodromo Nazionale di Monza",0
Mercedes,91186.62,2022,"Autodromo Nazionale di Monza",0
"Alpine F1 Team",91242.15,2022,"Autodromo Nazionale di Monza",0
Williams,91219.49,2022,"Autodromo Nazionale di Monza",0
"Alfa Romeo",91234.36,2022,"Autodromo Nazionale di Monza",0
"Red Bull",91085.11,2022,"Autodromo Nazionale di Monza",1
"Haas F1 Team",91246.42,2022,"Autodromo Nazionale di Monza",0
Mercedes,104960.40,2014,"Bahrain International Circuit",1
"Toro Rosso",105685.70,2014,"Bahrain International Circuit",0
"Red Bull",105390.04,2014,"Bahrain International Circuit",0
"Force India",105382.63,2014,"Bahrain International Circuit",1
Caterham,106502.51,2014,"Bahrain International Circuit",0
Mercedes,104979.44,2014,"Bahrain International Circuit",1
"Lotus F1",106062.21,2014,"Bahrain International Circuit",0
Marussia,106011.44,2014,"Bahrain International Circuit",0
"Lotus F1",105717.30,2014,"Bahrain International Circuit",0
Ferrari,105547.46,2014,"Bahrain International Circuit",0
Ferrari,105532.25,2014,"Bahrain International Circuit",0
Williams,105519.63,2014,"Bahrain International Circuit",0
Williams,105508.91,2014,"Bahrain International Circuit",0
"Red Bull",105484.60,2014,"Bahrain International Circuit",0
"Force India",105463.11,2014,"Bahrain International Circuit",0
"Red Bull",101185.26,2015,"Bahrain International Circuit",0
Mercedes,100101.91,2015,"Bahrain International Circuit",1
"Lotus F1",101588.98,2015,"Bahrain International Circuit",0
Mercedes,100207.75,2015,"Bahrain International Circuit",1
Ferrari,100873.65,2015,"Bahrain International Circuit",0
Ferrari,100161.21,2015,"Bahrain International Circuit",1
Williams,100855.54,2015,"Bahrain International Circuit",0
"Red Bull",99599.82,2016,"Bahrain International Circuit",0
Mercedes,99032.35,2016,"Bahrain International Circuit",1
Mercedes,98503.44,2016,"Bahrain International Circuit",1
Ferrari,98683.82,2016,"Bahrain International Circuit",1
"Toro Rosso",99923.25,2016,"Bahrain International Circuit",0
"Haas F1 Team",99877.11,2016,"Bahrain International Circuit",0
Renault,100237.93,2017,"Bahrain International Circuit",0
"Red Bull",99521.40,2017,"Bahrain International Circuit",0
Ferrari,99225.42,2017,"Bahrain International Circuit",0
Mercedes,98947.96,2017,"Bahrain International Circuit",1
"Force India",99929.47,2017,"Bahrain International Circuit",0
Mercedes,99188.96,2017,"Bahrain International Circuit",1
"Force India",100510.26,2017,"Bahrain International Circuit",0
"Haas F1 Team",100144.54,2017,"Bahrain International Circuit",0
Ferrari,98831.12,2017,"Bahrain International Circuit",1
Williams,99784.21,2017,"Bahrain International Circuit",0
Ferrari,96876.14,2018,"Bahrain International Circuit",1
Mercedes,96888.40,2018,"Bahrain International Circuit",1
Mercedes,96990.39,2018,"Bahrain International Circuit",1
"Toro Rosso",97967.96,2018,"Bahrain International Circuit",0
"Haas F1 Team",98192.74,2018,"Bahrain International Circuit",0
Renault,98613.40,2018,"Bahrain International Circuit",0
Mercedes,99320.96,2019,"Bahrain International Circuit",1
Mercedes,99373.25,2019,"Bahrain International Circuit",1
Ferrari,99428.53,2019,"Bahrain International Circuit",1
"Alfa Romeo",100153.77,2019,"Bahrain International Circuit",0
Ferrari,99953.74,2019,"Bahrain International Circuit",0
McLaren,100123.67,2019,"Bahrain International Circuit",0
"Red Bull",100340.16,2019,"Bahrain International Circuit",0
"Toro Rosso",100420.91,2019,"Bahrain International Circuit",0
"Racing Point",100438.44,2019,"Bahrain International Circuit",0
"Alfa Romeo",100454.28,2019,"Bahrain International Circuit",0
"Red Bull",99433.39,2019,"Bahrain International Circuit",0
"Red Bull",63091.45,2020,"Bahrain International Circuit",0
Mercedes,189254.65,2020,"Bahrain International Circuit",1
"Haas F1 Team",63356.00,2020,"Bahrain International Circuit",0
McLaren,189461.44,2020,"Bahrain International Circuit",0
Renault,189594.44,2020,"Bahrain International Circuit",0
Mercedes,189599.91,2020,"Bahrain International Circuit",0
Renault,189654.70,2020,"Bahrain International Circuit",0
"Alfa Romeo",63232.95,2020,"Bahrain International Circuit",0
"Racing Point",62932.34,2020,"Bahrain International Circuit",1
"Haas F1 Team",63304.41,2020,"Bahrain International Circuit",0
Renault,63085.56,2020,"Bahrain International Circuit",0
"Alfa Romeo",63209.48,2020,"Bahrain International Circuit",0
"Racing Point",63068.77,2020,"Bahrain International Circuit",1
"Red Bull",189395.09,2020,"Bahrain International Circuit",1
